S1;S2;S3;S4;S5;Timestamp
278;194;194;75;120;2017-06-29T01:15:00+03:00
28;139;84;156;46;2017-06-29T19:15:00+03:00
283;22;159;16;163;2017-06-30T07:00:00+03:00
284;174;172;193;178;2017-06-30T07:55:00+03:00
252;151;192;180;192;2017-06-30T15:20:00+03:00
2;141;180;38;103;2017-07-01T11:50:00+03:00
2;123;54;14;166;2017-07-01T12:55:00+03:00
2;27;16;177;129;2017-07-01T21:05:00+03:00
229;70;111;96;149;2017-07-02T01:15:00+03:00
220;62;137;26;193;2017-07-03T07:15:00+03:00
250;88;190;71;115;2017-07-04T00:25:00+03:00
246;155;136;137;24;2017-07-15T13:20:00+03:00
229;139;18;197;136;2017-07-16T09:50:00+03:00
27;108;5;105;85;2017-07-17T13:00:00+03:00
296;183;44;92;101;2017-07-19T14:05:00+03:00
301;199;30;93;39;2017-07-19T21:45:00+03:00
251;99;83;7;194;2017-07-13T10:10:00+03:00
262;45;25;113;28;2017-07-14T03:10:00+03:00
308;95;153;189;83;2017-06-26T02:20:00+03:00
299;81;30;132;148;2017-06-26T04:00:00+03:00
299;67;52;174;153;2017-06-26T15:15:00+03:00
292;162;48;46;34;2017-06-28T02:20:00+03:00
315;0;166;46;59;2017-07-07T16:10:00+03:00
280;64;32;66;32;2017-07-08T08:05:00+03:00
2667198563;172;4;107;119;2017-07-10T00:45:00+03:00
250;174;2;187;88;2017-07-10T07:50:00+03:00
250;99;14;194;43;2017-07-10T23:40:00+03:00
249;158;70;2;140;2017-07-04T13:40:00+03:00
301;119;25;185;21;2017-07-07T08:00:00+03:00
300;112;27;52;143;2017-06-27T23:45:00+03:00
289;44;68;174;144;2017-06-28T04:30:00+03:00
291;189;190;165;110;2017-06-28T11:30:00+03:00
294;179;126;165;8;2017-06-28T12:35:00+03:00
289;127;133;85;143;2017-06-28T21:00:00+03:00
224;189;23;84;84;2017-08-07T10:35:00+03:00
256;199;0;13;5;2017-08-07T20:05:00+03:00
243;85;181;42;155;2017-08-08T02:05:00+03:00
203;61;135;75;199;2017-08-10T07:15:00+03:00
207;94;102;110;68;2017-08-12T00:35:00+03:00
292;5;51;167;0;2017-08-02T16:45:00+03:00
295;102;50;19;49;2017-08-03T07:10:00+03:00
2136941910;174;118;166;192;2017-08-12T13:05:00+03:00
240;28;115;47;182;2017-08-12T19:45:00+03:00
260;142;133;154;74;2017-08-13T22:05:00+03:00
262;10;107;65;92;2017-08-14T16:10:00+03:00
266;93;28;103;52;2017-08-14T17:55:00+03:00
278;110;145;85;16;2017-08-14T23:05:00+03:00
271;97;14;196;2;2017-08-15T07:50:00+03:00
258;191;169;77;155;2017-07-22T07:10:00+03:00
255;21;11;32;138;2017-07-22T09:45:00+03:00
217;55;60;143;170;2017-07-25T13:10:00+03:00
2725081825;50;197;192;77;2017-07-31T06:50:00+03:00
272;17;87;64;49;2017-08-01T19:35:00+03:00
227;99;156;198;1;2017-07-25T18:25:00+03:00
229;109;8;141;158;2017-07-25T19:40:00+03:00
238;190;97;5;106;2017-07-28T11:40:00+03:00
252;161;196;32;16;2017-07-29T02:30:00+03:00
288;165;65;1;112;2017-07-29T21:45:00+03:00
289;55;172;98;147;2017-07-30T22:50:00+03:00
30;14;15;62;34;2017-08-03T17:15:00+03:00
300;81;61;71;171;2017-08-04T01:20:00+03:00
279;93;61;104;74;2017-08-04T13:00:00+03:00
272;98;54;195;167;2017-08-05T06:55:00+03:00
270;47;180;11;129;2017-08-05T08:40:00+03:00
229;74;150;160;155;2017-02-17T22:55:00+03:00
236;48;144;26;153;2017-02-18T10:10:00+03:00
236;15;116;182;68;2017-02-19T04:50:00+03:00
193;32;35;159;183;2017-02-20T09:20:00+03:00
208;94;47;89;131;2017-02-21T12:05:00+03:00
195;45;14;84;13;2017-02-23T12:45:00+03:00
199;39;38;168;81;2017-02-23T14:30:00+03:00
256;104;38;164;100;2017-05-05T20:25:00+03:00
270;144;31;75;2;2017-05-06T10:00:00+03:00
266;91;56;189;116;2017-05-07T19:10:00+03:00
246;186;83;139;43;2017-05-08T10:45:00+03:00
237;129;99;98;177;2017-05-08T16:10:00+03:00
239;116;171;154;36;2017-05-08T20:30:00+03:00
253;52;153;72;101;2017-05-11T18:10:00+03:00
261;102;65;20;132;2017-05-12T02:00:00+03:00
263;154;61;42;163;2017-05-12T04:20:00+03:00
252;176;31;14;60;2017-05-30T09:30:00+03:00
256;79;35;53;31;2017-05-30T11:40:00+03:00
271;67;59;169;75;2017-05-30T20:00:00+03:00
245;197;125;30;31;2017-05-31T21:10:00+03:00
290;198;91;103;131;2017-05-23T19:50:00+03:00
271;96;123;185;50;2017-05-21T19:50:00+03:00
276;88;170;51;173;2017-05-18T17:25:00+03:00
240;97;95;171;153;2017-05-18T23:15:00+03:00
218;182;179;140;183;2017-05-19T11:55:00+03:00
222;150;187;187;130;2017-05-15T06:50:00+03:00
218;107;166;22;1;2017-05-15T07:50:00+03:00
220;191;135;30;102;2017-05-15T09:00:00+03:00
2667198563;134;177;192;99;2017-05-25T08:35:00+03:00
319;127;46;130;67;2017-05-25T18:35:00+03:00
314;131;49;186;12;2017-05-26T00:50:00+03:00
208;115;136;189;59;2017-02-24T03:35:00+03:00
207;98;115;79;41;2017-02-24T18:00:00+03:00
200;130;148;115;17;2017-02-25T16:45:00+03:00
193;199;135;98;122;2017-02-27T11:30:00+03:00
199;35;176;108;21;2017-02-28T04:15:00+03:00
200;39;159;69;124;2017-02-28T07:25:00+03:00
203;65;25;6;185;2017-02-28T10:00:00+03:00
289;147;141;147;107;2017-06-14T05:35:00+03:00
29;188;116;158;3;2017-06-14T07:15:00+03:00
348;87;174;190;30;2017-06-16T00:20:00+03:00
319;111;102;14;68;2017-06-16T20:15:00+03:00
285;48;35;12;42;2017-06-17T04:45:00+03:00
295;94;83;25;69;2017-06-18T05:25:00+03:00
288;5;186;154;170;2017-06-18T09:55:00+03:00
323;140;97;193;153;2017-06-19T03:50:00+03:00
257;40;164;145;147;2017-06-03T18:55:00+03:00
240;53;31;20;0;2017-06-06T04:35:00+03:00
173;76;80;17;116;2017-01-14T19:35:00+03:00
146;31;79;16;143;2017-01-16T05:10:00+03:00
141;103;50;62;119;2017-01-16T11:15:00+03:00
140;200;85;78;152;2017-01-16T15:50:00+03:00
127;19;65;166;167;2017-01-17T08:05:00+03:00
127;115;1;67;13;2017-01-17T10:40:00+03:00
271;45;138;31;137;2016-12-27T09:40:00+03:00
258;73;179;143;77;2016-12-27T18:05:00+03:00
248;135;190;120;14;2016-12-28T01:25:00+03:00
193;192;115;175;67;2016-12-29T00:15:00+03:00
188;119;15;165;59;2016-12-29T10:25:00+03:00
150;36;166;116;191;2016-12-31T03:45:00+03:00
140;39;104;133;119;2016-12-31T12:50:00+03:00
211;95;41;158;45;2017-04-25T20:50:00+03:00
203;2;21;32;13;2017-04-25T21:25:00+03:00
18;162;149;141;77;2017-04-26T16:45:00+03:00
179;86;126;154;67;2017-04-28T09:40:00+03:00
220;160;155;187;77;2017-04-15T08:00:00+03:00
217;154;97;54;77;2017-04-15T18:50:00+03:00
216;171;105;44;144;2017-04-15T23:25:00+03:00
208;79;64;133;12;2017-04-16T19:10:00+03:00
219;86;158;19;39;2017-04-17T14:50:00+03:00
205;39;72;39;60;2017-05-01T06:45:00+03:00
226;181;200;102;12;2017-05-01T13:05:00+03:00
213;53;66;109;125;2017-04-19T07:55:00+03:00
2136941910;87;71;100;80;2017-04-19T13:10:00+03:00
196;96;185;131;122;2017-04-19T20:40:00+03:00
206;45;17;68;143;2017-04-20T17:40:00+03:00
2;194;199;38;149;2017-04-21T19:45:00+03:00
219;164;152;87;135;2017-04-23T11:30:00+03:00
20;164;24;59;78;2017-04-24T08:15:00+03:00
259;81;63;115;185;2017-04-24T17:15:00+03:00
260;14;160;139;98;2017-04-24T17:40:00+03:00
217;14;41;119;127;2017-04-28T22:10:00+03:00
233;189;72;94;53;2017-04-12T23:30:00+03:00
220;126;138;127;141;2017-04-13T04:30:00+03:00
20;133;90;67;189;2017-04-13T09:40:00+03:00
200;64;27;7;118;2017-04-13T09:55:00+03:00
207;13;127;44;110;2017-04-13T11:40:00+03:00
19;78;62;81;34;2017-04-14T08:15:00+03:00
234;13;182;178;18;2017-08-31T14:10:00+03:00
235;159;134;74;97;2017-08-31T14:50:00+03:00
238;128;15;13;28;2017-08-31T17:00:00+03:00
265;131;151;152;147;2017-07-14T17:50:00+03:00
219;157;31;96;64;2017-05-19T14:45:00+03:00
222;139;195;37;58;2017-05-20T04:30:00+03:00
289;112;158;147;119;2017-05-22T20:45:00+03:00
257;41;82;107;83;2017-07-09T06:30:00+03:00
255;30;96;28;165;2017-07-11T18:55:00+03:00
264;31;100;43;30;2017-07-13T00:10:00+03:00
321;145;135;85;32;2017-06-14T00:15:00+03:00
334;101;167;49;120;2017-06-15T16:50:00+03:00
303;7;132;194;131;2017-06-16T09:20:00+03:00
294;195;173;20;32;2017-06-16T11:40:00+03:00
30;130;94;133;86;2017-06-16T14:25:00+03:00
295;101;79;126;9;2017-06-17T02:45:00+03:00
305;97;127;182;140;2017-06-18T03:10:00+03:00
285;53;48;145;29;2017-06-18T08:35:00+03:00
344;57;61;195;159;2017-06-19T16:10:00+03:00
360;66;62;93;180;2017-06-20T15:10:00+03:00
372;156;183;28;183;2017-06-22T22:00:00+03:00
344;56;71;168;111;2017-06-23T18:35:00+03:00
343;49;147;47;164;2017-06-23T20:20:00+03:00
312;56;184;97;108;2017-06-24T13:00:00+03:00
327;74;195;132;115;2017-06-24T21:40:00+03:00
198;170;55;89;110;2016-10-05T07:00:00+03:00
234;69;98;1;98;2016-10-09T01:00:00+03:00
237;62;88;130;193;2016-10-18T14:00:00+03:00
193;170;60;200;1;2016-11-02T15:00:00+03:00
232;165;97;65;13;2016-11-07T15:00:00+03:00
242;23;84;68;106;2016-11-22T16:00:00+03:00
234;183;9;171;29;2016-12-15T18:15:00+03:00
271;179;16;60;79;2017-03-31T23:15:00+03:00
242;76;131;154;50;2017-04-02T00:05:00+03:00
232;56;43;152;181;2017-04-02T07:50:00+03:00
216;92;16;55;134;2017-04-03T05:50:00+03:00
215;119;33;144;91;2017-04-03T06:05:00+03:00
225;167;192;71;95;2017-04-05T10:45:00+03:00
224;146;76;161;63;2017-04-06T20:15:00+03:00
207;135;106;44;172;2017-04-07T03:05:00+03:00
135;82;25;4;26;2017-01-01T17:30:00+03:00
129;72;159;11;199;2017-01-02T09:05:00+03:00
1281372452;165;14;141;41;2017-01-02T17:15:00+03:00
1281372452;27;48;94;35;2017-01-02T21:05:00+03:00
150;121;53;55;139;2017-01-04T06:45:00+03:00
166;17;107;11;57;2017-01-06T01:30:00+03:00
200;65;98;163;137;2017-04-08T06:50:00+03:00
240;183;138;157;155;2017-04-08T13:25:00+03:00
261;141;129;33;88;2017-04-09T01:10:00+03:00
206;129;81;99;125;2017-04-11T10:55:00+03:00
221;12;177;188;137;2017-04-11T18:30:00+03:00
222;79;174;80;103;2017-04-11T18:55:00+03:00
20;79;159;78;110;2017-04-12T04:20:00+03:00
227;196;138;76;26;2017-03-24T00:15:00+03:00
191;34;197;20;91;2017-03-24T04:40:00+03:00
21;154;119;66;27;2017-03-30T11:15:00+03:00
2725081825;31;91;182;152;2017-03-31T06:50:00+03:00
304;175;86;96;153;2016-12-18T15:45:00+03:00
290;96;86;141;68;2016-12-19T19:25:00+03:00
270;128;88;47;150;2016-08-20T23:00:00+03:00
304;188;167;98;124;2016-09-08T10:00:00+03:00
243;81;114;130;14;2016-12-16T00:40:00+03:00
283;168;132;59;187;2016-12-17T12:05:00+03:00
245;97;44;2;179;2016-12-26T05:30:00+03:00
240;17;0;91;183;2016-10-21T00:00:00+03:00
151;31;192;10;101;2017-01-10T20:25:00+03:00
152;183;27;108;158;2017-01-11T11:50:00+03:00
169;180;144;166;112;2017-01-11T22:45:00+03:00
187;117;102;171;183;2017-01-12T07:05:00+03:00
206;80;109;4;97;2017-01-12T22:10:00+03:00
201;148;53;128;63;2017-01-13T17:50:00+03:00
158;169;23;180;50;2017-01-15T16:20:00+03:00
205;76;131;193;54;2017-02-14T11:40:00+03:00
226;31;127;29;191;2017-02-16T10:40:00+03:00
11;71;57;190;173;2017-01-18T02:35:00+03:00
105;132;12;116;179;2017-01-18T18:25:00+03:00
736;47;188;114;119;2017-01-21T07:55:00+03:00
212;52;22;61;180;2017-02-14T23:25:00+03:00
255;93;172;7;193;2017-08-16T09:55:00+03:00
28;142;159;185;60;2017-08-18T00:05:00+03:00
276;14;104;151;149;2017-08-18T00:15:00+03:00
266;76;86;92;88;2017-08-18T03:50:00+03:00
255;7;87;134;15;2017-08-18T07:35:00+03:00
239;143;46;74;178;2017-08-19T07:30:00+03:00
274;35;37;185;161;2017-07-20T06:35:00+03:00
243;44;51;185;75;2017-07-21T11:40:00+03:00
256;10;155;46;68;2017-07-23T15:45:00+03:00
229;48;106;135;194;2017-07-25T19:35:00+03:00
226;85;44;76;25;2017-07-26T06:10:00+03:00
235;12;167;122;107;2017-07-27T10:40:00+03:00
246;56;57;20;28;2017-07-28T06:10:00+03:00
257;50;20;69;112;2017-07-28T19:55:00+03:00
284;35;19;42;109;2017-07-29T19:40:00+03:00
289;103;157;151;178;2017-07-30T20:35:00+03:00
263;162;169;175;167;2017-08-01T05:50:00+03:00
2725081825;176;174;70;189;2017-07-04T20:25:00+03:00
270;159;168;136;191;2017-07-05T00:40:00+03:00
301;153;127;182;56;2017-07-05T22:05:00+03:00
314;77;38;21;138;2017-07-06T23:30:00+03:00
30;38;50;111;28;2017-07-07T07:10:00+03:00
250;97;194;186;145;2017-08-19T21:25:00+03:00
21;130;12;25;39;2017-08-20T03:30:00+03:00
208;109;180;163;148;2017-08-20T12:00:00+03:00
234;12;141;124;158;2017-08-20T20:55:00+03:00
233;148;137;132;165;2017-08-20T22:00:00+03:00
299;163;73;153;141;2017-08-03T15:00:00+03:00
304;88;24;102;24;2017-08-03T21:35:00+03:00
30;11;105;78;149;2017-08-03T23:30:00+03:00
293;106;51;143;150;2017-08-04T21:55:00+03:00
27;97;188;111;82;2017-08-05T04:50:00+03:00
270;131;15;133;19;2017-08-05T07:55:00+03:00
266;21;90;173;104;2017-08-14T18:00:00+03:00
269;12;125;85;35;2017-08-16T03:45:00+03:00
268;137;138;181;6;2017-08-17T02:40:00+03:00
265;48;92;153;69;2017-08-17T14:55:00+03:00
266;25;131;181;8;2017-08-17T15:35:00+03:00
253;174;28;102;82;2017-08-18T07:50:00+03:00
248;36;106;63;46;2017-08-18T08:40:00+03:00
207;39;102;87;9;2017-08-10T05:40:00+03:00
272;20;10;176;53;2017-05-23T04:35:00+03:00
2725081825;154;10;59;199;2017-05-23T04:50:00+03:00
260;30;192;7;68;2017-05-24T09:50:00+03:00
299;107;49;32;153;2017-05-24T19:25:00+03:00
256;70;95;154;196;2017-04-25T03:10:00+03:00
229;66;160;84;107;2017-04-25T17:15:00+03:00
178;68;181;88;31;2017-04-26T15:05:00+03:00
174;90;94;135;145;2017-04-27T08:00:00+03:00
182;193;127;60;127;2017-04-27T14:45:00+03:00
228;23;118;163;146;2017-06-05T09:15:00+03:00
247;164;119;96;71;2017-06-05T20:30:00+03:00
220;76;186;145;131;2017-04-30T09:20:00+03:00
263;151;90;197;36;2017-05-11T15:30:00+03:00
262;64;2;76;148;2017-05-11T22:45:00+03:00
253;99;62;174;152;2017-06-07T23:55:00+03:00
248;92;157;75;173;2017-06-08T01:10:00+03:00
304;28;107;184;134;2017-06-08T23:30:00+03:00
300;97;192;68;65;2017-06-09T07:10:00+03:00
308;96;168;5;20;2017-06-12T14:55:00+03:00
255;128;118;20;148;2017-07-16T01:55:00+03:00
257;139;122;98;128;2017-07-16T14:45:00+03:00
28;156;166;198;108;2017-07-16T22:45:00+03:00
288;57;109;128;93;2017-07-18T01:05:00+03:00
271;93;21;78;124;2017-07-18T10:25:00+03:00
256;41;126;35;109;2017-07-10T05:40:00+03:00
246;99;151;39;191;2017-07-10T18:45:00+03:00
262;76;49;180;55;2016-12-16T14:50:00+03:00
297;6;142;141;78;2016-12-18T08:45:00+03:00
307;155;98;89;29;2016-12-20T15:25:00+03:00
296;159;200;95;108;2016-12-20T21:35:00+03:00
239;184;82;37;7;2016-12-22T15:55:00+03:00
328;36;126;0;54;2016-08-16T22:00:00+03:00
241;197;83;85;110;2016-08-22T13:00:00+03:00
236;13;32;30;144;2016-09-19T10:00:00+03:00
248;185;7;75;111;2016-09-17T11:00:00+03:00
255;61;197;38;178;2016-09-29T02:00:00+03:00
246;147;173;145;62;2016-10-16T06:00:00+03:00
246;123;148;192;56;2016-10-16T08:00:00+03:00
30;184;83;132;126;2016-12-18T23:25:00+03:00
295;144;155;179;106;2016-12-19T07:15:00+03:00
133;108;123;3;100;2017-01-08T20:20:00+03:00
133;98;200;155;26;2017-01-09T04:15:00+03:00
153;131;113;200;196;2017-01-09T18:35:00+03:00
153;34;176;3;81;2017-01-11T11:35:00+03:00
269;118;181;34;75;2016-12-24T11:55:00+03:00
284;1;59;58;134;2016-12-24T17:25:00+03:00
242;84;128;177;29;2016-12-26T03:55:00+03:00
246;3;132;154;58;2016-12-26T10:40:00+03:00
249;118;77;34;168;2016-12-26T13:15:00+03:00
234;26;147;21;175;2016-12-28T06:55:00+03:00
2;143;17;46;147;2016-12-28T07:50:00+03:00
196;84;4;165;145;2016-12-28T23:10:00+03:00
187;153;43;131;191;2016-12-29T12:10:00+03:00
17;34;197;56;155;2017-01-14T22:25:00+03:00
157;180;49;175;132;2017-01-15T18:30:00+03:00
156;197;135;177;84;2017-01-15T18:45:00+03:00
148;51;6;85;169;2017-01-16T03:05:00+03:00
11;28;117;129;178;2017-01-17T17:10:00+03:00
151;191;79;45;127;2016-12-31T01:50:00+03:00
162;24;78;120;79;2017-01-04T14:40:00+03:00
1472756767;148;40;196;69;2017-01-06T11:55:00+03:00
133;113;154;0;181;2017-01-07T17:40:00+03:00
130;73;182;7;147;2017-01-02T05:05:00+03:00
27;19;142;101;165;2017-05-15T23:30:00+03:00
278;101;75;190;176;2017-05-17T02:20:00+03:00
283;112;31;124;186;2017-05-17T13:25:00+03:00
301;103;177;196;64;2017-05-17T15:25:00+03:00
213;67;3;102;142;2017-05-03T13:10:00+03:00
221;36;71;155;114;2017-05-03T18:00:00+03:00
238;195;88;109;77;2017-05-04T20:35:00+03:00
266;172;163;164;94;2017-05-07T06:35:00+03:00
239;121;63;132;166;2017-05-08T18:30:00+03:00
242;0;169;137;125;2017-05-08T20:10:00+03:00
242;149;42;11;7;2017-05-08T22:45:00+03:00
239;18;158;57;26;2017-05-09T18:00:00+03:00
211;164;85;16;149;2017-05-10T07:15:00+03:00
263;39;87;15;122;2017-05-10T16:05:00+03:00
271;115;158;157;97;2017-05-10T18:45:00+03:00
200;197;121;174;49;2017-04-28T15:55:00+03:00
200;126;152;127;25;2017-04-28T16:25:00+03:00
200;104;59;93;129;2017-02-20T05:55:00+03:00
2088768578;24;78;152;187;2017-02-21T10:30:00+03:00
208;64;31;124;1;2017-02-21T18:50:00+03:00
215;19;84;163;194;2017-02-22T09:15:00+03:00
207;66;73;189;182;2017-02-22T15:40:00+03:00
212;33;147;80;35;2017-02-23T03:00:00+03:00
208;85;28;160;136;2017-02-23T04:20:00+03:00
208;89;58;162;20;2017-02-24T02:15:00+03:00
21;26;143;88;93;2017-02-24T13:45:00+03:00
207;81;113;50;170;2017-02-24T17:50:00+03:00
211;171;87;196;165;2017-02-26T04:30:00+03:00
2088768578;23;189;64;143;2017-02-27T00:10:00+03:00
204;18;142;11;3;2017-02-27T02:30:00+03:00
194;154;20;84;16;2017-02-27T08:15:00+03:00
199;7;89;55;138;2017-02-28T08:55:00+03:00
198;37;10;164;97;2017-02-28T14:45:00+03:00
234;164;181;144;139;2017-03-21T17:50:00+03:00
249;190;174;74;11;2017-03-22T03:35:00+03:00
236;152;119;44;58;2017-02-17T02:25:00+03:00
238;174;59;159;19;2017-02-17T06:05:00+03:00
236;171;200;35;193;2017-02-18T12:15:00+03:00
238;62;187;198;110;2017-02-18T14:35:00+03:00
235;19;198;112;100;2017-02-18T15:40:00+03:00
219;141;29;113;102;2017-02-19T14:40:00+03:00
241;178;199;146;138;2017-04-02T00:00:00+03:00
239;107;134;101;33;2017-04-02T00:50:00+03:00
228;48;59;32;39;2017-03-22T18:15:00+03:00
20;71;96;180;73;2017-03-23T04:15:00+03:00
196;23;118;80;145;2017-03-23T13:15:00+03:00
2667198563;6;18;171;174;2017-03-30T22:35:00+03:00
803;22;20;14;110;2017-01-21T02:35:00+03:00
765;57;17;47;136;2017-01-21T15:10:00+03:00
756;158;62;15;20;2017-01-20T15:25:00+03:00
224;90;96;120;143;2017-04-08T11:45:00+03:00
233;58;84;128;161;2017-04-08T12:20:00+03:00
250;27;48;191;190;2017-04-08T15:30:00+03:00
258;91;89;40;142;2017-04-08T17:10:00+03:00
243;11;108;125;108;2017-04-09T11:25:00+03:00
242;151;100;20;160;2017-04-10T05:10:00+03:00
237;27;77;78;179;2017-04-10T07:25:00+03:00
235;17;83;143;172;2017-04-10T11:25:00+03:00
249;181;26;181;91;2017-04-10T22:50:00+03:00
236;111;154;43;192;2017-04-12T21:30:00+03:00
218;195;125;198;103;2017-04-13T06:05:00+03:00
2;69;155;162;30;2017-04-15T00:40:00+03:00
237;109;81;21;84;2017-04-02T13:40:00+03:00
233;97;179;92;135;2017-04-04T00:40:00+03:00
228;185;88;130;59;2017-04-04T05:15:00+03:00
195;46;51;78;81;2017-04-06T11:00:00+03:00
221;166;111;58;138;2017-04-18T06:25:00+03:00
223;156;159;73;131;2017-04-18T06:45:00+03:00
177;124;27;114;103;2017-04-19T04:10:00+03:00
203;162;116;112;19;2017-04-20T06:50:00+03:00
208;174;170;148;180;2017-04-20T19:05:00+03:00
240;128;132;23;158;2017-04-23T14:20:00+03:00
260;159;34;30;17;2017-04-23T21:30:00+03:00
2136941910;66;72;138;112;2017-04-24T05:00:00+03:00
238;179;117;92;59;2017-04-24T13:10:00+03:00
237;2;24;35;179;2017-04-07T23:30:00+03:00
204;186;173;61;46;2017-04-08T05:20:00+03:00
228;70;20;171;45;2017-04-13T16:40:00+03:00
2;105;162;53;38;2017-04-13T23:30:00+03:00
229;165;49;2;109;2017-04-14T00:10:00+03:00
228;52;180;116;142;2017-04-14T00:30:00+03:00
230;42;136;45;133;2017-04-21T19:00:00+03:00
254;165;95;200;162;2017-04-22T18:55:00+03:00
205;124;152;61;142;2016-11-01T01:00:00+03:00
215;52;3;157;62;2016-11-03T20:00:00+03:00
227;64;62;51;110;2016-11-05T15:00:00+03:00
213;194;105;106;107;2016-11-13T20:00:00+03:00
32;100;106;81;188;2017-06-25T23:25:00+03:00
304;143;121;41;194;2017-06-26T03:30:00+03:00
28;195;19;58;85;2017-06-26T09:25:00+03:00
301;136;68;41;198;2017-06-26T15:45:00+03:00
301;159;168;83;188;2017-06-27T00:15:00+03:00
247;152;126;92;36;2017-07-01T00:55:00+03:00
227;19;150;45;123;2017-07-02T02:45:00+03:00
221;186;25;162;14;2017-07-02T07:25:00+03:00
300;110;175;12;185;2017-05-24T20:00:00+03:00
280;60;2;88;90;2017-05-25T11:40:00+03:00
298;185;116;61;169;2017-05-25T14:25:00+03:00
319;176;148;75;2;2017-05-25T19:10:00+03:00
276;88;186;124;151;2017-05-26T04:25:00+03:00
264;144;73;59;22;2017-05-26T11:15:00+03:00
299;144;65;77;162;2017-05-27T12:45:00+03:00
309;171;177;175;108;2017-05-27T15:30:00+03:00
279;147;27;174;9;2017-06-29T00:25:00+03:00
28;40;164;41;115;2017-06-30T08:40:00+03:00
261;126;32;28;110;2017-05-30T14:30:00+03:00
261;139;22;166;102;2017-05-30T22:35:00+03:00
327;64;143;172;68;2017-06-27T16:45:00+03:00
288;50;161;182;137;2017-06-28T20:45:00+03:00
249;159;170;145;75;2017-08-06T13:25:00+03:00
249;56;46;132;163;2017-08-06T13:35:00+03:00
261;66;16;162;93;2017-08-06T19:30:00+03:00
232;54;164;107;2;2017-08-08T15:20:00+03:00
220;125;3;27;185;2017-08-09T15:05:00+03:00
218;97;4;178;145;2017-08-10T00:00:00+03:00
204;1;52;176;196;2017-08-10T22:15:00+03:00
20;120;48;24;86;2017-08-11T17:20:00+03:00
205;127;106;81;182;2017-08-21T12:10:00+03:00
281;133;97;173;126;2017-08-22T20:40:00+03:00
265;183;16;117;138;2017-08-23T10:40:00+03:00
29;54;79;88;193;2017-08-23T21:55:00+03:00
283;50;54;112;149;2017-08-25T17:10:00+03:00
292;24;20;168;144;2017-08-25T18:25:00+03:00
309;123;93;165;84;2017-08-26T21:50:00+03:00
299;139;188;90;129;2017-08-27T13:25:00+03:00
3;3;142;151;77;2017-08-27T16:40:00+03:00
223;84;54;69;162;2017-08-22T07:10:00+03:00
256;53;40;21;79;2017-08-22T15:05:00+03:00
303;198;110;48;121;2017-08-29T15:55:00+03:00
300;125;116;114;193;2017-08-30T16:00:00+03:00
238;99;23;164;162;2017-08-06T10:05:00+03:00
241;179;43;134;157;2017-08-06T11:05:00+03:00
237;42;104;83;198;2017-08-08T23:25:00+03:00
211;39;68;103;55;2017-08-09T10:15:00+03:00
223;141;144;132;42;2017-08-09T18:35:00+03:00
223;192;119;100;182;2017-08-09T20:00:00+03:00
2088768578;100;80;96;55;2017-08-10T04:20:00+03:00
201;16;199;10;2;2017-08-10T12:40:00+03:00
263;10;50;171;55;2017-08-02T05:35:00+03:00
279;192;200;113;131;2017-08-04T10:00:00+03:00
270;92;52;175;77;2017-08-05T08:15:00+03:00
284;64;155;175;15;2017-07-29T19:35:00+03:00
265;166;169;159;5;2017-07-31T12:35:00+03:00
28;75;48;124;116;2017-08-01T04:15:00+03:00
274;182;19;49;14;2017-08-01T17:25:00+03:00
2725081825;12;70;21;179;2017-08-01T18:10:00+03:00
226;173;111;111;163;2017-07-26T06:30:00+03:00
225;106;74;196;41;2017-07-26T07:05:00+03:00
238;194;42;61;119;2017-07-26T18:05:00+03:00
249;99;8;3;13;2017-07-28T04:10:00+03:00
248;47;192;126;123;2017-07-28T17:15:00+03:00
249;61;168;68;90;2017-07-29T03:30:00+03:00
255;31;123;144;6;2017-07-22T10:25:00+03:00
252;151;94;1;155;2017-07-23T11:35:00+03:00
215;196;62;29;168;2017-07-25T08:15:00+03:00
217;32;76;157;152;2017-07-25T12:05:00+03:00
221;131;29;92;165;2017-07-25T15:05:00+03:00
263;85;23;35;99;2017-07-15T21:25:00+03:00
264;117;3;175;160;2017-07-15T22:40:00+03:00
224;99;0;47;33;2017-03-23T00:00:00+03:00
2136941910;161;114;195;48;2017-03-23T01:45:00+03:00
196;49;185;44;135;2017-03-23T17:50:00+03:00
20;132;195;49;80;2017-03-24T02:50:00+03:00
217;57;113;81;199;2017-02-24T09:00:00+03:00
205;2;94;84;34;2017-02-24T17:10:00+03:00
20;200;79;150;188;2017-02-25T00:05:00+03:00
194;68;165;170;171;2017-02-27T16:35:00+03:00
203;52;146;50;39;2017-02-28T12:10:00+03:00
219;45;119;198;51;2017-04-08T11:15:00+03:00
270;145;137;39;22;2017-04-08T23:20:00+03:00
264;66;111;20;153;2017-04-09T00:10:00+03:00
2725081825;153;59;155;15;2017-04-09T23:00:00+03:00
213;72;40;38;190;2017-02-26T00:30:00+03:00
21;1;56;92;134;2017-02-26T06:20:00+03:00
